M49_Code,ISO_Code,Country,region_m49,Region_Name,Grouping,include
417,KGZ,Kyrgyzstan,142,Asia (M49),2.4-Regional (M49),1
417,KGZ,Kyrgyzstan,515,Developing regions (MDG),2.5-Regional (MDG),1
417,KGZ,Kyrgyzstan,135,Caucasus and Central Asia (MDG),2.5-Regional (MDG),1
417,KGZ,Kyrgyzstan,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
417,KGZ,Kyrgyzstan,1,World,1.0-Global,1
418,LAO,Lao People's Democratic Republic,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
418,LAO,Lao People's Democratic Republic,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
418,LAO,Lao People's Democratic Republic,515,Developing regions (MDG),2.5-Regional (MDG),1
418,LAO,Lao People's Democratic Republic,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
418,LAO,Lao People's Democratic Republic,199,Least Developed Countries (LDCs),2.3-Other groupings,1
418,LAO,Lao People's Democratic Republic,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
418,LAO,Lao People's Democratic Republic,1,World,1.0-Global,1
418,LAO,Lao People's Democratic Republic,142,Asia (M49),2.4-Regional (M49),1
428,LVA,Latvia,1,World,1.0-Global,1
428,LVA,Latvia,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
428,LVA,Latvia,150,Europe (M49),2.1-Regional (SDG),1
428,LVA,Latvia,514,Developed regions (MDG),2.5-Regional (MDG),1
428,LVA,Latvia,154,Northern Europe (M49),2.4-Regional (M49),1
422,LBN,Lebanon,145,Western Asia (M49),2.1-Regional (SDG),1
422,LBN,Lebanon,142,Asia (M49),2.4-Regional (M49),1
422,LBN,Lebanon,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
422,LBN,Lebanon,485,Western Asia (MDG),2.5-Regional (MDG),1
422,LBN,Lebanon,515,Developing regions (MDG),2.5-Regional (MDG),1
422,LBN,Lebanon,1,World,1.0-Global,1
426,LSO,Lesotho,515,Developing regions (MDG),2.5-Regional (MDG),1
426,LSO,Lesotho,1,World,1.0-Global,1
426,LSO,Lesotho,18,Southern Africa (M49),2.4-Regional (M49),1
426,LSO,Lesotho,2,Africa (M49),2.4-Regional (M49),1
426,LSO,Lesotho,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
426,LSO,Lesotho,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
426,LSO,Lesotho,199,Least Developed Countries (LDCs),2.3-Other groupings,1
426,LSO,Lesotho,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
430,LBR,Liberia,2,Africa (M49),2.4-Regional (M49),1
430,LBR,Liberia,11,Western Africa (M49),2.4-Regional (M49),1
430,LBR,Liberia,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
430,LBR,Liberia,1,World,1.0-Global,1
430,LBR,Liberia,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
430,LBR,Liberia,199,Least Developed Countries (LDCs),2.3-Other groupings,1
430,LBR,Liberia,515,Developing regions (MDG),2.5-Regional (MDG),1
434,LBY,Libya,515,Developing regions (MDG),2.5-Regional (MDG),1
434,LBY,Libya,15,Northern Africa (M49),2.1-Regional (SDG),1
434,LBY,Libya,2,Africa (M49),2.4-Regional (M49),1
434,LBY,Libya,746,Northern Africa (MDG),2.5-Regional (MDG),1
434,LBY,Libya,1,World,1.0-Global,1
434,LBY,Libya,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
438,LIE,Liechtenstein,155,Western Europe (M49),2.4-Regional (M49),0
438,LIE,Liechtenstein,1,World,1.0-Global,0
438,LIE,Liechtenstein,514,Developed regions (MDG),2.5-Regional (MDG),0
438,LIE,Liechtenstein,150,Europe (M49),2.1-Regional (SDG),0
438,LIE,Liechtenstein,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),0
440,LTU,Lithuania,1,World,1.0-Global,1
440,LTU,Lithuania,514,Developed regions (MDG),2.5-Regional (MDG),1
440,LTU,Lithuania,150,Europe (M49),2.1-Regional (SDG),1
440,LTU,Lithuania,154,Northern Europe (M49),2.4-Regional (M49),1
440,LTU,Lithuania,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
442,LUX,Luxembourg,150,Europe (M49),2.1-Regional (SDG),1
442,LUX,Luxembourg,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
442,LUX,Luxembourg,155,Western Europe (M49),2.4-Regional (M49),1
442,LUX,Luxembourg,1,World,1.0-Global,1
442,LUX,Luxembourg,514,Developed regions (MDG),2.5-Regional (MDG),1
450,MDG,Madagascar,515,Developing regions (MDG),2.5-Regional (MDG),1
450,MDG,Madagascar,2,Africa (M49),2.4-Regional (M49),1
450,MDG,Madagascar,1,World,1.0-Global,1
450,MDG,Madagascar,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
450,MDG,Madagascar,14,Eastern Africa (M49),2.4-Regional (M49),1
450,MDG,Madagascar,199,Least Developed Countries (LDCs),2.3-Other groupings,1
450,MDG,Madagascar,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
454,MWI,Malawi,1,World,1.0-Global,1
454,MWI,Malawi,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
454,MWI,Malawi,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
454,MWI,Malawi,14,Eastern Africa (M49),2.4-Regional (M49),1
454,MWI,Malawi,199,Least Developed Countries (LDCs),2.3-Other groupings,1
454,MWI,Malawi,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
454,MWI,Malawi,515,Developing regions (MDG),2.5-Regional (MDG),1
454,MWI,Malawi,2,Africa (M49),2.4-Regional (M49),1
458,MYS,Malaysia,515,Developing regions (MDG),2.5-Regional (MDG),1
458,MYS,Malaysia,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
458,MYS,Malaysia,142,Asia (M49),2.4-Regional (M49),1
458,MYS,Malaysia,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
458,MYS,Malaysia,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
458,MYS,Malaysia,1,World,1.0-Global,1
462,MDV,Maldives,515,Developing regions (MDG),2.5-Regional (MDG),1
462,MDV,Maldives,34,Southern Asia (MDG=M49),2.1-Regional (SDG),1
462,MDV,Maldives,34,Southern Asia (MDG=M49),2.5-Regional (MDG),1
462,MDV,Maldives,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
462,MDV,Maldives,722,Small island developing States (SIDS),2.3-Other groupings,1
462,MDV,Maldives,142,Asia (M49),2.4-Regional (M49),1
462,MDV,Maldives,1,World,1.0-Global,1
466,MLI,Mali,2,Africa (M49),2.4-Regional (M49),1
466,MLI,Mali,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
466,MLI,Mali,515,Developing regions (MDG),2.5-Regional (MDG),1
466,MLI,Mali,11,Western Africa (M49),2.4-Regional (M49),1
466,MLI,Mali,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
466,MLI,Mali,1,World,1.0-Global,1
466,MLI,Mali,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
466,MLI,Mali,199,Least Developed Countries (LDCs),2.3-Other groupings,1
470,MLT,Malta,514,Developed regions (MDG),2.5-Regional (MDG),1
470,MLT,Malta,150,Europe (M49),2.1-Regional (SDG),1
470,MLT,Malta,1,World,1.0-Global,1
470,MLT,Malta,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
470,MLT,Malta,39,Southern Europe (M49),2.4-Regional (M49),1
584,MHL,Marshall Islands,57,Micronesia (M49),2.4-Regional (M49),1
584,MHL,Marshall Islands,543,Oceania (MDG),2.5-Regional (MDG),1
584,MHL,Marshall Islands,722,Small island developing States (SIDS),2.3-Other groupings,1
584,MHL,Marshall Islands,515,Developing regions (MDG),2.5-Regional (MDG),1
584,MHL,Marshall Islands,9,Oceania (M49),2.1-Regional (SDG),1
584,MHL,Marshall Islands,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
584,MHL,Marshall Islands,1,World,1.0-Global,1
474,MTQ,Martinique,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
474,MTQ,Martinique,29,Caribbean (M49),2.4-Regional (M49),0
474,MTQ,Martinique,1,World,1.0-Global,0
474,MTQ,Martinique,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
474,MTQ,Martinique,515,Developing regions (MDG),2.5-Regional (MDG),0
474,MTQ,Martinique,19,Americas (m49),2.4-Regional (M49),0
478,MRT,Mauritania,199,Least Developed Countries (LDCs),2.3-Other groupings,1
478,MRT,Mauritania,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
478,MRT,Mauritania,1,World,1.0-Global,1
478,MRT,Mauritania,515,Developing regions (MDG),2.5-Regional (MDG),1
478,MRT,Mauritania,11,Western Africa (M49),2.4-Regional (M49),1
478,MRT,Mauritania,2,Africa (M49),2.4-Regional (M49),1
478,MRT,Mauritania,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
480,MUS,Mauritius,515,Developing regions (MDG),2.5-Regional (MDG),1
480,MUS,Mauritius,2,Africa (M49),2.4-Regional (M49),1
480,MUS,Mauritius,722,Small island developing States (SIDS),2.3-Other groupings,1
480,MUS,Mauritius,1,World,1.0-Global,1
480,MUS,Mauritius,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
480,MUS,Mauritius,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
480,MUS,Mauritius,14,Eastern Africa (M49),2.4-Regional (M49),1
175,MYT,Mayotte,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),0
175,MYT,Mayotte,515,Developing regions (MDG),2.5-Regional (MDG),0
175,MYT,Mayotte,14,Eastern Africa (M49),2.4-Regional (M49),0
175,MYT,Mayotte,1,World,1.0-Global,0
175,MYT,Mayotte,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),0
175,MYT,Mayotte,2,Africa (M49),2.4-Regional (M49),0
484,MEX,Mexico,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
484,MEX,Mexico,1,World,1.0-Global,1
484,MEX,Mexico,19,Americas (m49),2.4-Regional (M49),1
484,MEX,Mexico,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
484,MEX,Mexico,515,Developing regions (MDG),2.5-Regional (MDG),1
484,MEX,Mexico,13,Central America (M49),2.4-Regional (M49),1
583,FSM,Micronesia (Federated States of),543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
583,FSM,Micronesia (Federated States of),1,World,1.0-Global,1
583,FSM,Micronesia (Federated States of),543,Oceania (MDG),2.5-Regional (MDG),1
583,FSM,Micronesia (Federated States of),515,Developing regions (MDG),2.5-Regional (MDG),1
583,FSM,Micronesia (Federated States of),9,Oceania (M49),2.1-Regional (SDG),1
583,FSM,Micronesia (Federated States of),57,Micronesia (M49),2.4-Regional (M49),1
583,FSM,Micronesia (Federated States of),722,Small island developing States (SIDS),2.3-Other groupings,1
492,MCO,Monaco,150,Europe (M49),2.1-Regional (SDG),1
492,MCO,Monaco,1,World,1.0-Global,1
492,MCO,Monaco,155,Western Europe (M49),2.4-Regional (M49),1
492,MCO,Monaco,514,Developed regions (MDG),2.5-Regional (MDG),1
492,MCO,Monaco,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
496,MNG,Mongolia,518,Eastern Asia (MDG),2.5-Regional (MDG),1
496,MNG,Mongolia,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
496,MNG,Mongolia,1,World,1.0-Global,1
496,MNG,Mongolia,30,Eastern Asia (M49),2.1-Regional (SDG),1
496,MNG,Mongolia,142,Asia (M49),2.4-Regional (M49),1
496,MNG,Mongolia,515,Developing regions (MDG),2.5-Regional (MDG),1
496,MNG,Mongolia,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
499,MNE,Montenegro,150,Europe (M49),2.1-Regional (SDG),1
499,MNE,Montenegro,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
499,MNE,Montenegro,39,Southern Europe (M49),2.4-Regional (M49),1
499,MNE,Montenegro,1,World,1.0-Global,1
499,MNE,Montenegro,514,Developed regions (MDG),2.5-Regional (MDG),1
500,MSR,Montserrat,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
500,MSR,Montserrat,515,Developing regions (MDG),2.5-Regional (MDG),0
500,MSR,Montserrat,19,Americas (m49),2.4-Regional (M49),0
500,MSR,Montserrat,722,Small island developing States (SIDS),2.3-Other groupings,0
500,MSR,Montserrat,1,World,1.0-Global,0
500,MSR,Montserrat,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
500,MSR,Montserrat,29,Caribbean (M49),2.4-Regional (M49),0
504,MAR,Morocco,746,Northern Africa (MDG),2.5-Regional (MDG),1
504,MAR,Morocco,515,Developing regions (MDG),2.5-Regional (MDG),1
504,MAR,Morocco,15,Northern Africa (M49),2.1-Regional (SDG),1
504,MAR,Morocco,1,World,1.0-Global,1
504,MAR,Morocco,2,Africa (M49),2.4-Regional (M49),1
504,MAR,Morocco,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
508,MOZ,Mozambique,515,Developing regions (MDG),2.5-Regional (MDG),1
508,MOZ,Mozambique,199,Least Developed Countries (LDCs),2.3-Other groupings,1
508,MOZ,Mozambique,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
508,MOZ,Mozambique,1,World,1.0-Global,1
508,MOZ,Mozambique,14,Eastern Africa (M49),2.4-Regional (M49),1
508,MOZ,Mozambique,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
508,MOZ,Mozambique,2,Africa (M49),2.4-Regional (M49),1
104,MMR,Myanmar,1,World,1.0-Global,1
104,MMR,Myanmar,142,Asia (M49),2.4-Regional (M49),1
104,MMR,Myanmar,199,Least Developed Countries (LDCs),2.3-Other groupings,1
104,MMR,Myanmar,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
104,MMR,Myanmar,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
104,MMR,Myanmar,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
104,MMR,Myanmar,515,Developing regions (MDG),2.5-Regional (MDG),1
516,NAM,Namibia,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
516,NAM,Namibia,1,World,1.0-Global,1
516,NAM,Namibia,515,Developing regions (MDG),2.5-Regional (MDG),1
516,NAM,Namibia,2,Africa (M49),2.4-Regional (M49),1
516,NAM,Namibia,18,Southern Africa (M49),2.4-Regional (M49),1
516,NAM,Namibia,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
520,NRU,Nauru,57,Micronesia (M49),2.4-Regional (M49),1
520,NRU,Nauru,722,Small island developing States (SIDS),2.3-Other groupings,1
520,NRU,Nauru,543,Oceania (MDG),2.5-Regional (MDG),1
520,NRU,Nauru,1,World,1.0-Global,1
520,NRU,Nauru,9,Oceania (M49),2.1-Regional (SDG),1
520,NRU,Nauru,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
520,NRU,Nauru,515,Developing regions (MDG),2.5-Regional (MDG),1
524,NPL,Nepal,1,World,1.0-Global,1
524,NPL,Nepal,34,Southern Asia (MDG=M49),2.5-Regional (MDG),1
524,NPL,Nepal,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
524,NPL,Nepal,199,Least Developed Countries (LDCs),2.3-Other groupings,1
524,NPL,Nepal,34,Southern Asia (MDG=M49),2.1-Regional (SDG),1
524,NPL,Nepal,142,Asia (M49),2.4-Regional (M49),1
524,NPL,Nepal,515,Developing regions (MDG),2.5-Regional (MDG),1
524,NPL,Nepal,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
528,NLD,Netherlands,514,Developed regions (MDG),2.5-Regional (MDG),1
528,NLD,Netherlands,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
528,NLD,Netherlands,150,Europe (M49),2.1-Regional (SDG),1
528,NLD,Netherlands,1,World,1.0-Global,1
528,NLD,Netherlands,155,Western Europe (M49),2.4-Regional (M49),1
540,NCL,New Caledonia,515,Developing regions (MDG),2.5-Regional (MDG),0
540,NCL,New Caledonia,9,Oceania (M49),2.1-Regional (SDG),0
540,NCL,New Caledonia,543,Oceania (MDG),2.5-Regional (MDG),0
540,NCL,New Caledonia,722,Small island developing States (SIDS),2.3-Other groupings,0
540,NCL,New Caledonia,54,Melanesia (M49),2.4-Regional (M49),0
540,NCL,New Caledonia,1,World,1.0-Global,0
540,NCL,New Caledonia,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),0
554,NZL,New Zealand,53,Australia and New Zealand (M49),2.1-Regional (SDG),1
554,NZL,New Zealand,9,Oceania (M49),2.1-Regional (SDG),1
554,NZL,New Zealand,1,World,1.0-Global,1
554,NZL,New Zealand,514,Developed regions (MDG),2.5-Regional (MDG),1
558,NIC,Nicaragua,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
558,NIC,Nicaragua,1,World,1.0-Global,1
558,NIC,Nicaragua,13,Central America (M49),2.4-Regional (M49),1
558,NIC,Nicaragua,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
558,NIC,Nicaragua,515,Developing regions (MDG),2.5-Regional (MDG),1
558,NIC,Nicaragua,19,Americas (m49),2.4-Regional (M49),1
562,NER,Niger,199,Least Developed Countries (LDCs),2.3-Other groupings,1
562,NER,Niger,1,World,1.0-Global,1
562,NER,Niger,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
562,NER,Niger,515,Developing regions (MDG),2.5-Regional (MDG),1
562,NER,Niger,11,Western Africa (M49),2.4-Regional (M49),1
562,NER,Niger,2,Africa (M49),2.4-Regional (M49),1
562,NER,Niger,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
562,NER,Niger,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
566,NGA,Nigeria,515,Developing regions (MDG),2.5-Regional (MDG),1
566,NGA,Nigeria,11,Western Africa (M49),2.4-Regional (M49),1
566,NGA,Nigeria,1,World,1.0-Global,1
566,NGA,Nigeria,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
566,NGA,Nigeria,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
566,NGA,Nigeria,2,Africa (M49),2.4-Regional (M49),1
570,NIU,Niue,722,Small island developing States (SIDS),2.3-Other groupings,1
570,NIU,Niue,515,Developing regions (MDG),2.5-Regional (MDG),1
570,NIU,Niue,9,Oceania (M49),2.1-Regional (SDG),1
570,NIU,Niue,543,Oceania (MDG),2.5-Regional (MDG),1
570,NIU,Niue,1,World,1.0-Global,1
570,NIU,Niue,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
570,NIU,Niue,61,Polynesia (M49),2.4-Regional (M49),1
574,NFK,Norfolk Island,53,Australia and New Zealand (M49),2.1-Regional (SDG),0
574,NFK,Norfolk Island,1,World,1.0-Global,0
574,NFK,Norfolk Island,9,Oceania (M49),2.1-Regional (SDG),0
574,NFK,Norfolk Island,514,Developed regions (MDG),2.5-Regional (MDG),0
580,MNP,Northern Mariana Islands,1,World,1.0-Global,0
580,MNP,Northern Mariana Islands,515,Developing regions (MDG),2.5-Regional (MDG),0
580,MNP,Northern Mariana Islands,722,Small island developing States (SIDS),2.3-Other groupings,0
580,MNP,Northern Mariana Islands,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),0
580,MNP,Northern Mariana Islands,9,Oceania (M49),2.1-Regional (SDG),0
580,MNP,Northern Mariana Islands,57,Micronesia (M49),2.4-Regional (M49),0
580,MNP,Northern Mariana Islands,543,Oceania (MDG),2.5-Regional (MDG),0
578,NOR,Norway,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
578,NOR,Norway,154,Northern Europe (M49),2.4-Regional (M49),1
578,NOR,Norway,1,World,1.0-Global,1
578,NOR,Norway,150,Europe (M49),2.1-Regional (SDG),1
578,NOR,Norway,514,Developed regions (MDG),2.5-Regional (MDG),1
512,OMN,Oman,515,Developing regions (MDG),2.5-Regional (MDG),1
512,OMN,Oman,485,Western Asia (MDG),2.5-Regional (MDG),1
512,OMN,Oman,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
512,OMN,Oman,1,World,1.0-Global,1
512,OMN,Oman,142,Asia (M49),2.4-Regional (M49),1
512,OMN,Oman,145,Western Asia (M49),2.1-Regional (SDG),1
586,PAK,Pakistan,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
586,PAK,Pakistan,515,Developing regions (MDG),2.5-Regional (MDG),1
586,PAK,Pakistan,142,Asia (M49),2.4-Regional (M49),1
586,PAK,Pakistan,34,Southern Asia (MDG=M49),2.5-Regional (MDG),1
586,PAK,Pakistan,1,World,1.0-Global,1
586,PAK,Pakistan,34,Southern Asia (MDG=M49),2.1-Regional (SDG),1
585,PLW,Palau,722,Small island developing States (SIDS),2.3-Other groupings,1
585,PLW,Palau,515,Developing regions (MDG),2.5-Regional (MDG),1
585,PLW,Palau,543,Oceania (MDG),2.5-Regional (MDG),1
585,PLW,Palau,57,Micronesia (M49),2.4-Regional (M49),1
585,PLW,Palau,9,Oceania (M49),2.1-Regional (SDG),1
585,PLW,Palau,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
585,PLW,Palau,1,World,1.0-Global,1
591,PAN,Panama,515,Developing regions (MDG),2.5-Regional (MDG),1
591,PAN,Panama,19,Americas (m49),2.4-Regional (M49),1
591,PAN,Panama,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
591,PAN,Panama,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
591,PAN,Panama,1,World,1.0-Global,1
591,PAN,Panama,13,Central America (M49),2.4-Regional (M49),1
598,PNG,Papua New Guinea,54,Melanesia (M49),2.4-Regional (M49),1
598,PNG,Papua New Guinea,722,Small island developing States (SIDS),2.3-Other groupings,1
598,PNG,Papua New Guinea,515,Developing regions (MDG),2.5-Regional (MDG),1
598,PNG,Papua New Guinea,543,Oceania (MDG),2.5-Regional (MDG),1
598,PNG,Papua New Guinea,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
598,PNG,Papua New Guinea,9,Oceania (M49),2.1-Regional (SDG),1
598,PNG,Papua New Guinea,1,World,1.0-Global,1
600,PRY,Paraguay,5,South America (M49),2.4-Regional (M49),1
600,PRY,Paraguay,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
600,PRY,Paraguay,515,Developing regions (MDG),2.5-Regional (MDG),1
600,PRY,Paraguay,1,World,1.0-Global,1
600,PRY,Paraguay,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
600,PRY,Paraguay,19,Americas (m49),2.4-Regional (M49),1
600,PRY,Paraguay,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
604,PER,Peru,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
604,PER,Peru,515,Developing regions (MDG),2.5-Regional (MDG),1
604,PER,Peru,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
604,PER,Peru,5,South America (M49),2.4-Regional (M49),1
604,PER,Peru,1,World,1.0-Global,1
604,PER,Peru,19,Americas (m49),2.4-Regional (M49),1
608,PHL,Philippines,515,Developing regions (MDG),2.5-Regional (MDG),1
608,PHL,Philippines,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
608,PHL,Philippines,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
608,PHL,Philippines,142,Asia (M49),2.4-Regional (M49),1
608,PHL,Philippines,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
608,PHL,Philippines,1,World,1.0-Global,1
612,PCN,Pitcairn,543,Oceania (MDG),2.5-Regional (MDG),0
612,PCN,Pitcairn,9,Oceania (M49),2.1-Regional (SDG),0
612,PCN,Pitcairn,1,World,1.0-Global,0
612,PCN,Pitcairn,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),0
612,PCN,Pitcairn,61,Polynesia (M49),2.4-Regional (M49),0
612,PCN,Pitcairn,515,Developing regions (MDG),2.5-Regional (MDG),0
616,POL,Poland,1,World,1.0-Global,1
616,POL,Poland,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
616,POL,Poland,514,Developed regions (MDG),2.5-Regional (MDG),1
616,POL,Poland,151,Eastern Europe (M49),2.4-Regional (M49),1
616,POL,Poland,150,Europe (M49),2.1-Regional (SDG),1
620,PRT,Portugal,514,Developed regions (MDG),2.5-Regional (MDG),1
620,PRT,Portugal,39,Southern Europe (M49),2.4-Regional (M49),1
620,PRT,Portugal,1,World,1.0-Global,1
620,PRT,Portugal,150,Europe (M49),2.1-Regional (SDG),1
620,PRT,Portugal,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
630,PRI,Puerto Rico,1,World,1.0-Global,0
630,PRI,Puerto Rico,19,Americas (m49),2.4-Regional (M49),0
630,PRI,Puerto Rico,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
630,PRI,Puerto Rico,29,Caribbean (M49),2.4-Regional (M49),0
630,PRI,Puerto Rico,722,Small island developing States (SIDS),2.3-Other groupings,0
630,PRI,Puerto Rico,515,Developing regions (MDG),2.5-Regional (MDG),0
630,PRI,Puerto Rico,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
634,QAT,Qatar,145,Western Asia (M49),2.1-Regional (SDG),1
634,QAT,Qatar,1,World,1.0-Global,1
634,QAT,Qatar,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
634,QAT,Qatar,142,Asia (M49),2.4-Regional (M49),1
634,QAT,Qatar,485,Western Asia (MDG),2.5-Regional (MDG),1
634,QAT,Qatar,515,Developing regions (MDG),2.5-Regional (MDG),1
410,KOR,Republic of Korea,30,Eastern Asia (M49),2.1-Regional (SDG),1
410,KOR,Republic of Korea,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
410,KOR,Republic of Korea,518,Eastern Asia (MDG),2.5-Regional (MDG),1
410,KOR,Republic of Korea,142,Asia (M49),2.4-Regional (M49),1
410,KOR,Republic of Korea,1,World,1.0-Global,1
410,KOR,Republic of Korea,515,Developing regions (MDG),2.5-Regional (MDG),1
498,MDA,Republic of Moldova,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
498,MDA,Republic of Moldova,151,Eastern Europe (M49),2.4-Regional (M49),1
498,MDA,Republic of Moldova,1,World,1.0-Global,1
498,MDA,Republic of Moldova,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
498,MDA,Republic of Moldova,150,Europe (M49),2.1-Regional (SDG),1
498,MDA,Republic of Moldova,514,Developed regions (MDG),2.5-Regional (MDG),1
642,ROU,Romania,151,Eastern Europe (M49),2.4-Regional (M49),1
642,ROU,Romania,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
642,ROU,Romania,150,Europe (M49),2.1-Regional (SDG),1
642,ROU,Romania,514,Developed regions (MDG),2.5-Regional (MDG),1
642,ROU,Romania,1,World,1.0-Global,1
643,RUS,Russian Federation,151,Eastern Europe (M49),2.4-Regional (M49),1
643,RUS,Russian Federation,1,World,1.0-Global,1
643,RUS,Russian Federation,150,Europe (M49),2.1-Regional (SDG),1
643,RUS,Russian Federation,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
